month,sourceFile,rowNumber,sourceSystem,account,currency,isbn,title,units,gross,net,sha256,lineItem
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,43,INGRAM_POD,9118734,USD,1961475413,"Jalen Becomes a Big Brother",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,aee0924b6912fb1b5250c092981c104a03997e8229877ffe785d0b6075dee256
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,44,INGRAM_POD,9118734,USD,196147543X,"Rhyming It Up with Church Stuff",2,11.98,7.8,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,267b67724c2eece60221eef456054429afb45ac3be36768a22410061e58191e8
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,45,INGRAM_POD,9118734,USD,1961475456,"Your Peace is a Priority: A Devotional Journal",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,d7945eba20debf084c649eda0e77f09310c385d315cb896ab23aca78b4876f80
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,46,INGRAM_POD,9118734,USD,1961475472,"Peaches Can Do It!",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,1b0886527bfce4b06b73c15fe6dee445d16b864012e5ea41aa4d5388be7be0bf
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,47,INGRAM_POD,9118734,USD,1961475510,"Warriors and Angels: Liberating Inner Power in the Journey of Life",2,13.5,5.28,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,81ea2e47ce2d975266e2f9686bda19d473373affbbbab640f254f2cee809dc00
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,48,INGRAM_POD,9118734,USD,1961475553,"The Sun, The Shadow, and The Silence",14,63,27.3,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,0373256b50cb1aac504e007e96d0907109da07618e1a613d3682a4d700eb2795
01,LSI POD Wholesale Comp Report for 9118734 (US-USD).xls,49,INGRAM_POD,9118734,USD,1961475979,"When A Thug Meets Jesus",0,0,0,17c868f08803d4fc4f3201bf7b1babc4b067fefe031a7178c0668b61e6bb5bc7,ce0f97aa22d50314459f32d90851a7d9b6ba0218973181d38d11889770d76cb6
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,2,INGRAM_EBOOK,6116305,USD,9780985263133,"God�s Business Plan",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,0bc533facf5f09a545686ce36f124a4c8bba132c91913c5a0396b9db634c421c
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,3,INGRAM_EBOOK,6116305,USD,9781950719112,"Uncomfortable Conversations with God",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,6a23db1ebe3d0baf6526cd63529b38770ffbc0e1f1593f6b62bd4886a21c863b
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,4,INGRAM_EBOOK,6116305,USD,9781950719112,"Uncomfortable Conversations with God",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,d9b2fd102807087581cfa2427f51be5a303ffe74eaf500be6f0a277eb170065c
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,5,INGRAM_EBOOK,6116305,USD,9781950719129,"Number 23 and Me",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,eb949d878965594fa3ee4904a7d684b336ad80e422e0a8a7370fc43d5de68601
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,6,INGRAM_EBOOK,6116305,USD,9781950719129,"Number 23 and Me",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,4dec230cb7c47ba544ca88fe0def2d07da443af084604c7db9ecb4bcccd4f1a8
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,7,INGRAM_EBOOK,6116305,USD,9781950719259,"Help God, I Am Angry",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,bd421ca73044b4ab87ab5d73749b3ea15aee78f8d19babd4c521fe34a0744025
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,8,INGRAM_EBOOK,6116305,USD,9781950719259,"Help God, I Am Angry",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,11d0ed27f248ab993ffa7d6e59092331e3e40215ceec5ae7b7220330ce04b18d
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,9,INGRAM_EBOOK,6116305,USD,9781950719259,"Help God, I Am Angry",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,0cc2dd61eeddde01b97b5e0dd11c6411bd1cbe720841b9aad4d52ce271c15240
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,10,INGRAM_EBOOK,6116305,USD,9781950719259,"Help God, I Am Angry",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,4d1dd6fb013dbb21c011c3b67476472e0a787e36d483b2f14749537437a14bd7
02,Ingram eBook Wholesale Comp Report for 6116305 (USD).xls,11,INGRAM_EBOOK,6116305,USD,9781950719273,"Jewels by Lady J",0,0,0,a28218626d1c2834f26e2133de078532aa3fe8caf62ac197d4bd220eb85738b1,acae62b005f086b34f0a4661cc46b3fb1b377cba7e9aed17b1faf1b4ae30ef74
